date,campaign_version,region,daily_budget,match_types,clicks,cost,all_conv
2024-06-26,13,B,38.83,Phrase; Exact,4,2.59,0.0
2025-06-29,21,USA,26.09,Broad,6,27.5,0.0
2025-06-29,26,USA,120.0,Phrase; Exact,10,179.07,0.0
2025-06-30,11,A,86.96,Phrase; Exact,25,68.77,0.0
2025-06-30,17,B,34.78,Phrase; Exact,31,26.48,0.0
2025-06-30,21,USA,26.09,Broad,4,18.65,0.0
2025-06-30,26,USA,120.0,Phrase; Exact,1,42.35,0.0
2025-07-01,11,A,86.96,Phrase; Exact,32,73.08,0.0
2025-07-01,17,B,34.78,Phrase; Exact,44,38.91,0.0
2025-07-01,21,USA,26.09,Broad,7,23.98,19.0
2025-07-01,26,USA,120.0,Phrase; Exact,6,129.17,0.0
2025-07-02,11,A,86.96,Phrase; Exact,35,117.28,4.0
2025-07-02,17,B,34.78,Phrase; Exact,39,35.72,0.0
2025-07-02,21,USA,26.09,Broad,5,25.1,0.0
2025-07-02,26,USA,120.0,Phrase; Exact,10,100.53,0.0
2025-07-03,11,A,86.96,Phrase; Exact,39,100.01,0.0
2025-07-03,17,B,34.78,Phrase; Exact,31,25.68,0.0
2025-07-03,21,USA,26.09,Broad,7,25.85,0.0
2025-07-03,26,USA,120.0,Phrase; Exact,11,129.91,0.0
2025-07-04,11,A,86.96,Phrase; Exact,33,87.95,0.0
2025-07-04,17,B,34.78,Phrase; Exact,30,23.1,0.0
2025-07-04,21,USA,26.09,Broad,7,32.1,0.0
2025-07-04,26,USA,120.0,Phrase; Exact,14,196.45,0.0
2025-07-05,11,A,86.96,Phrase; Exact,29,81.82,0.0
2025-07-05,17,B,34.78,Phrase; Exact,50,44.47,3.0
2025-07-05,21,USA,26.09,Broad,3,10.56,0.0
2025-07-05,26,USA,120.0,Phrase; Exact,11,131.65,0.0
2025-07-06,11,A,86.96,Phrase; Exact,27,73.58,1.66
2025-07-06,17,B,34.78,Phrase; Exact,40,39.71,0.0
2025-07-06,21,USA,26.09,Broad,6,25.55,0.0
2025-07-06,26,USA,120.0,Phrase; Exact,16,210.16,0.5
2025-07-07,11,A,86.96,Phrase; Exact,49,145.28,1.0
2025-07-07,17,B,34.78,Phrase; Exact,49,46.44,0.0
2025-07-07,21,USA,26.09,Broad,13,47.5,0.0
2025-07-07,26,USA,120.0,Phrase; Exact,4,43.74,0.0
2025-07-08,11,A,86.96,Phrase; Exact,40,142.46,0.8
2025-07-08,17,B,34.78,Phrase; Exact,47,39.4,0.0
2025-07-08,21,USA,26.09,Broad,6,30.55,0.0
2025-07-08,26,USA,120.0,Phrase; Exact,10,100.44,0.0
2025-07-09,11,A,86.96,Phrase; Exact,50,154.03,0.75
2025-07-09,17,B,34.78,Phrase; Exact,32,34.78,0.0
2025-07-09,21,USA,26.09,Broad,4,15.9,0.0
2025-07-09,26,USA,120.0,Phrase; Exact,13,143.44,0.0
2025-07-10,11,A,86.96,Phrase; Exact,54,152.73,0.91
2025-07-10,17,B,34.78,Phrase; Exact,38,31.1,1.0
2025-07-10,21,USA,26.09,Broad,6,31.5,0.0
2025-07-10,26,USA,120.0,Phrase; Exact,8,112.92,0.0
2025-07-11,11,A,86.96,Phrase; Exact,42,138.54,0.0
2025-07-11,17,B,34.78,Phrase; Exact,44,33.98,1.0
2025-07-11,21,USA,26.09,Broad,6,28.08,0.0
2025-07-11,26,USA,120.0,Phrase; Exact,9,98.51,0.0
2025-07-12,11,A,86.96,Phrase; Exact,28,78.04,0.0
2025-07-12,17,B,34.78,Phrase; Exact,34,23.09,0.0
2025-07-12,21,USA,26.09,Broad,2,11.85,0.0
2025-07-12,26,USA,120.0,Phrase; Exact,8,70.38,0.0
2025-07-13,11,A,86.96,Phrase; Exact,14,45.13,0.0
2025-07-13,17,B,34.78,Phrase; Exact,27,18.44,0.0
2025-07-13,21,USA,26.09,Broad,2,6.98,0.0
2025-07-13,26,USA,120.0,Phrase; Exact,7,96.6,2.0
2025-07-14,11,A,86.96,Phrase; Exact,15,44.4,0.0
2025-07-14,17,B,34.78,Phrase; Exact,34,22.22,0.0
2025-07-14,21,USA,26.09,Broad,10,50.26,0.0
2025-07-14,26,USA,120.0,Phrase; Exact,5,63.97,0.0
2025-07-15,11,A,86.96,Phrase; Exact,17,44.66,0.0
2025-07-15,17,B,34.78,Phrase; Exact,70,69.53,0.0
2025-07-15,21,USA,26.09,Broad,6,39.35,0.0
2025-07-15,26,USA,120.0,Phrase; Exact,7,51.94,0.0
2025-07-16,11,A,86.96,Phrase; Exact,21,33.15,0.0
2025-07-16,17,B,34.78,Phrase; Exact,48,43.53,1.0
2025-07-16,21,USA,26.09,Broad,5,18.29,0.0
2025-07-16,26,USA,120.0,Phrase; Exact,12,157.32,0.0
2025-07-17,11,A,86.96,Phrase; Exact,18,32.5,1.75
2025-07-17,17,B,34.78,Phrase; Exact,43,33.59,0.0
2025-07-17,21,USA,26.09,Broad,4,35.39,0.0
2025-07-17,26,USA,120.0,Phrase; Exact,14,240.0,0.0
2025-07-18,11,A,86.96,Phrase; Exact,14,18.82,1.0
2025-07-18,17,B,34.78,Phrase; Exact,45,36.87,0.0
2025-07-18,21,USA,26.09,Broad,6,23.3,0.5
2025-07-18,26,USA,120.0,Phrase; Exact,7,103.75,0.0
2025-07-19,11,A,86.96,Phrase; Exact,40,84.83,0.0
2025-07-19,17,B,34.78,Phrase; Exact,41,34.23,0.0
2025-07-19,26,USA,120.0,Phrase; Exact,7,75.43,0.0
2025-07-20,11,A,86.96,Phrase; Exact,31,66.93,2.0
2025-07-20,17,B,34.78,Phrase; Exact,37,30.48,0.0
2025-07-20,21,USA,26.09,Broad,9,40.17,0.0
2025-07-20,26,USA,120.0,Phrase; Exact,7,138.97,0.0
2025-07-21,11,A,86.96,Phrase; Exact,49,146.74,0.0
2025-07-21,17,B,34.78,Phrase; Exact,46,29.23,0.0
2025-07-21,21,USA,26.09,Broad,8,30.26,0.0
2025-07-21,26,USA,120.0,Phrase; Exact,16,156.17,0.0
2025-07-22,11,A,86.96,Phrase; Exact,39,85.36,0.0
2025-07-22,17,B,34.78,Phrase; Exact,43,31.5,0.0
2025-07-22,21,USA,26.09,Broad,5,23.6,0.0
2025-07-22,26,USA,120.0,Phrase; Exact,8,78.77,0.5
2025-07-23,11,A,86.96,Phrase; Exact,54,132.16,0.0
2025-07-23,17,B,34.78,Phrase; Exact,50,38.52,1.0
2025-07-23,21,USA,26.09,Broad,4,19.86,1.0
2025-07-23,26,USA,120.0,Phrase; Exact,14,156.34,0.0
2025-07-24,11,A,86.96,Phrase; Exact,49,142.15,0.08
2025-07-24,17,B,34.78,Phrase; Exact,44,34.79,0.07
2025-07-24,21,USA,26.09,Broad,7,31.62,1.0
2025-07-24,26,USA,120.0,Phrase; Exact,11,162.69,0.0
2025-07-25,11,A,86.96,Phrase; Exact,45,127.99,0.0
2025-07-25,17,B,34.78,Phrase; Exact,40,27.19,0.0
2025-07-25,21,USA,26.09,Broad,4,20.35,0.0
2025-07-25,26,USA,120.0,Phrase; Exact,7,75.05,0.0
2025-07-26,11,A,86.96,Phrase; Exact,20,38.81,0.0
2025-07-26,17,B,34.78,Phrase; Exact,33,19.58,0.0
2025-07-26,21,USA,26.09,Broad,3,8.1,0.0
2025-07-26,26,USA,120.0,Phrase; Exact,6,74.33,0.0
2025-07-27,11,A,86.96,Phrase; Exact,14,32.6,0.0
2025-07-27,17,B,34.78,Phrase; Exact,48,35.98,0.0
2025-07-27,21,USA,26.09,Broad,11,39.95,0.0
2025-07-27,26,USA,120.0,Phrase; Exact,6,37.79,0.0
2025-07-28,11,A,86.96,Phrase; Exact,27,53.0,1.0
2025-07-28,17,B,34.78,Phrase; Exact,67,41.86,1.0
2025-07-28,21,USA,26.09,Broad,7,34.02,0.0
2025-07-28,26,USA,120.0,Phrase; Exact,9,91.95,0.0
2025-07-29,11,A,86.96,Phrase; Exact,32,57.2,0.0
2025-07-29,17,B,34.78,Phrase; Exact,51,34.03,0.0
2025-07-29,21,USA,26.09,Broad,5,25.1,0.0
2025-07-29,26,USA,120.0,Phrase; Exact,15,208.46,0.0
2025-07-30,11,A,86.96,Phrase; Exact,23,51.82,13.68
2025-07-30,17,B,34.78,Phrase; Exact,46,30.89,0.0
2025-07-30,21,USA,26.09,Broad,6,20.12,0.0
2025-07-30,26,USA,120.0,Phrase; Exact,8,111.34,1.0
2025-07-31,11,A,86.96,Phrase; Exact,19,35.3,0.0
2025-07-31,17,B,34.78,Phrase; Exact,49,27.65,1.0
2025-07-31,21,USA,26.09,Broad,3,9.21,0.0
2025-07-31,26,USA,120.0,Phrase; Exact,9,99.98,0.0
2025-08-01,11,A,86.96,Phrase; Exact,27,59.18,2.0
2025-08-01,17,B,34.78,Phrase; Exact,44,20.91,3.0
2025-08-01,21,USA,26.09,Broad,6,28.89,0.0
2025-08-01,26,USA,120.0,Phrase; Exact,9,97.59,0.0
2025-08-02,11,A,86.96,Phrase; Exact,38,107.73,1.0
2025-08-02,17,B,34.78,Phrase; Exact,43,29.66,0.76
2025-08-02,21,USA,26.09,Broad,1,7.12,0.0
2025-08-02,26,USA,120.0,Phrase; Exact,7,106.93,7.0
2025-08-03,11,A,86.96,Phrase; Exact,31,85.91,3.0
2025-08-03,17,B,34.78,Phrase; Exact,69,48.69,0.0
2025-08-03,21,USA,26.09,Broad,3,13.62,0.0
2025-08-03,26,USA,120.0,Phrase; Exact,11,119.65,0.0
2025-08-04,11,A,86.96,Phrase; Exact,38,83.77,0.0
2025-08-04,17,B,34.78,Phrase; Exact,61,43.16,0.0
2025-08-04,21,USA,26.09,Broad,10,51.32,0.0
2025-08-04,26,USA,120.0,Phrase; Exact,15,197.61,1.0
2025-08-05,11,A,86.96,Phrase; Exact,45,116.07,0.0
2025-08-05,17,B,34.78,Phrase; Exact,58,35.73,0.0
2025-08-05,21,USA,26.09,Broad,6,32.14,0.39
2025-08-05,26,USA,120.0,Phrase; Exact,12,152.18,1.0
2025-08-06,11,A,86.96,Phrase; Exact,35,81.18,0.0
2025-08-06,17,B,34.78,Phrase; Exact,36,19.89,0.0
2025-08-06,21,USA,26.09,Broad,7,21.6,0.0
2025-08-06,26,USA,120.0,Phrase; Exact,13,133.37,0.0
2025-08-07,11,A,86.96,Phrase; Exact,23,48.86,1.0
2025-08-07,17,B,34.78,Phrase; Exact,48,31.41,1.0
2025-08-07,21,USA,26.09,Broad,7,26.08,0.0
2025-08-07,26,USA,120.0,Phrase; Exact,15,134.39,0.0
2025-08-08,11,A,86.96,Phrase; Exact,31,87.93,0.0
2025-08-08,17,B,34.78,Phrase; Exact,55,41.39,0.0
2025-08-08,21,USA,26.09,Broad,5,32.14,0.0
2025-08-08,26,USA,120.0,Phrase; Exact,10,105.14,7.0
2025-08-09,11,A,86.96,Phrase; Exact,35,88.75,0.0
2025-08-09,17,B,34.78,Phrase; Exact,52,35.35,0.0
2025-08-09,21,USA,26.09,Broad,4,12.05,0.0
2025-08-09,26,USA,120.0,Phrase; Exact,12,107.53,0.0
2025-08-10,11,A,86.96,Phrase; Exact,44,88.75,9.0
2025-08-10,17,B,34.78,Phrase; Exact,71,47.74,0.0
2025-08-10,21,USA,26.09,Broad,2,11.96,0.0
2025-08-10,26,USA,120.0,Phrase; Exact,13,71.57,0.0
2025-08-11,11,A,86.96,Phrase; Exact,55,140.58,2.0
2025-08-11,17,B,34.78,Phrase; Exact,53,37.93,0.0
2025-08-11,21,USA,26.09,Broad,9,50.71,0.0
2025-08-11,26,USA,120.0,Phrase; Exact,10,101.06,0.5
2025-08-12,11,A,86.96,Phrase; Exact,48,99.42,4.0
2025-08-12,17,B,34.78,Phrase; Exact,46,36.25,1.0
2025-08-12,21,USA,26.09,Broad,8,42.47,2.0
2025-08-12,26,USA,120.0,Phrase; Exact,11,130.64,0.0
2025-08-13,11,A,86.96,Phrase; Exact,32,78.54,0.0
2025-08-13,17,B,34.78,Phrase; Exact,42,27.68,1.0
2025-08-13,21,USA,26.09,Broad,3,31.63,0.0
2025-08-13,26,USA,120.0,Phrase; Exact,9,67.81,0.0
2025-08-14,11,A,86.96,Phrase; Exact,37,99.33,2.0
2025-08-14,17,B,34.78,Phrase; Exact,35,21.48,2.0
2025-08-14,21,USA,26.09,Broad,5,19.22,0.0
2025-08-14,26,USA,120.0,Phrase; Exact,20,230.09,2.0
2025-08-15,11,A,86.96,Phrase; Exact,28,65.13,0.0
2025-08-15,17,B,34.78,Phrase; Exact,56,45.59,4.0
2025-08-15,21,USA,26.09,Broad,6,24.33,0.0
2025-08-15,26,USA,120.0,Phrase; Exact,11,86.31,0.0
2025-08-16,11,A,86.96,Phrase; Exact,27,59.02,1.0
2025-08-16,17,B,34.78,Phrase; Exact,46,29.38,0.0
2025-08-16,26,USA,120.0,Phrase; Exact,10,52.48,0.0
2025-08-17,11,A,86.96,Phrase; Exact,34,65.22,0.0
2025-08-17,17,B,34.78,Phrase; Exact,44,28.99,0.0
2025-08-17,21,USA,26.09,Broad,6,39.12,0.0
2025-08-17,26,USA,120.0,Phrase; Exact,15,108.18,0.0
2025-08-18,11,A,86.96,Phrase; Exact,48,107.4,0.0
2025-08-18,17,B,34.78,Phrase; Exact,66,57.43,2.0
2025-08-18,21,USA,26.09,Broad,6,38.79,0.0
2025-08-18,26,USA,120.0,Phrase; Exact,15,196.91,0.0
2025-08-19,11,A,86.96,Phrase; Exact,38,100.45,6.0
2025-08-19,17,B,34.78,Phrase; Exact,55,39.25,2.0
2025-08-19,21,USA,26.09,Broad,7,30.77,0.0
2025-08-19,26,USA,120.0,Phrase; Exact,13,125.5,0.0
2025-08-20,11,A,86.96,Phrase; Exact,38,105.03,0.0
2025-08-20,17,B,34.78,Phrase; Exact,50,37.46,3.0
2025-08-20,21,USA,26.09,Broad,2,9.94,0.0
2025-08-20,26,USA,120.0,Phrase; Exact,12,143.09,1.0
2025-08-21,11,A,86.96,Phrase; Exact,42,107.89,0.0
2025-08-21,17,B,34.78,Phrase; Exact,46,29.52,2.24
2025-08-21,21,USA,26.09,Broad,9,33.5,0.0
2025-08-21,26,USA,120.0,Phrase; Exact,6,126.05,0.0
2025-08-22,11,A,86.96,Phrase; Exact,32,72.63,1.0
2025-08-22,17,B,34.78,Phrase; Exact,46,28.82,1.0
2025-08-22,21,USA,26.09,Broad,4,26.71,0.0
2025-08-22,26,USA,120.0,Phrase; Exact,11,116.04,2.0
2025-08-23,11,A,86.96,Phrase; Exact,23,46.32,0.0
2025-08-23,17,B,34.78,Phrase; Exact,42,24.13,1.69
2025-08-23,21,USA,26.09,Broad,4,14.74,0.0
2025-08-23,26,USA,120.0,Phrase; Exact,5,32.87,0.0
2025-08-24,11,A,86.96,Phrase; Exact,19,43.57,0.0
2025-08-24,17,B,34.78,Phrase; Exact,40,26.53,0.0
2025-08-24,21,USA,26.09,Broad,6,25.38,0.0
2025-08-24,26,USA,120.0,Phrase; Exact,6,22.98,0.0
2025-08-25,11,A,86.96,Phrase; Exact,46,115.93,0.5
2025-08-25,17,B,34.78,Phrase; Exact,45,34.52,1.0
2025-08-25,21,USA,26.09,Broad,5,33.15,0.0
2025-08-25,26,USA,120.0,Phrase; Exact,9,69.56,0.0
2025-08-26,11,A,86.96,Phrase; Exact,41,117.6,0.0
2025-08-26,17,B,34.78,Phrase; Exact,69,44.66,5.0
2025-08-26,21,USA,26.09,Broad,8,28.62,0.0
2025-08-26,26,USA,120.0,Phrase; Exact,20,239.97,0.0
2025-08-27,11,A,86.96,Phrase; Exact,37,92.1,0.0
2025-08-27,17,B,34.78,Phrase; Exact,40,32.45,5.0
2025-08-27,21,USA,26.09,Broad,7,28.59,0.0
2025-08-27,26,USA,120.0,Phrase; Exact,11,191.25,0.0
2025-08-28,11,A,86.96,Phrase; Exact,27,77.37,0.0
2025-08-28,17,B,34.78,Phrase; Exact,39,27.49,0.0
2025-08-28,21,USA,26.09,Broad,7,29.47,0.0
2025-08-28,26,USA,120.0,Phrase; Exact,9,146.84,2.0
2025-08-29,11,A,86.96,Phrase; Exact,30,64.75,1.0
2025-08-29,17,B,34.78,Phrase; Exact,44,37.18,9.0
2025-08-29,21,USA,26.09,Broad,3,14.99,0.0
2025-08-29,26,USA,120.0,Phrase; Exact,8,78.96,0.0
2025-08-30,11,A,86.96,Phrase; Exact,27,75.03,0.88
2025-08-30,17,B,34.78,Phrase; Exact,33,26.39,2.0
2025-08-30,21,USA,26.09,Broad,2,8.29,0.0
2025-08-30,26,USA,120.0,Phrase; Exact,7,72.24,0.85
2025-08-31,11,A,86.96,Phrase; Exact,21,42.65,0.01
2025-08-31,17,B,34.78,Phrase; Exact,40,27.49,1.0
2025-08-31,21,USA,26.09,Broad,6,25.88,0.0
2025-08-31,26,USA,120.0,Phrase; Exact,7,90.98,0.0
2025-09-01,11,A,86.96,Phrase; Exact,26,47.67,0.0
2025-09-01,17,B,34.78,Phrase; Exact,48,37.24,0.0
2025-09-01,21,USA,26.09,Broad,2,3.81,0.0
2025-09-01,26,USA,120.0,Phrase; Exact,10,91.37,0.0
2025-09-02,11,A,86.96,Phrase; Exact,44,118.54,9.12
2025-09-02,17,B,34.78,Phrase; Exact,35,28.64,3.1
2025-09-02,21,USA,26.09,Broad,7,30.21,0.0
2025-09-02,26,USA,120.0,Phrase; Exact,5,135.4,2.0
2025-09-03,11,A,86.96,Phrase; Exact,44,109.73,4.75
2025-09-03,17,B,34.78,Phrase; Exact,45,27.05,6.0
2025-09-03,21,USA,26.09,Broad,8,49.14,0.0
2025-09-03,26,USA,120.0,Phrase; Exact,9,180.6,0.0
2025-09-04,11,A,86.96,Phrase; Exact,41,103.49,5.0
2025-09-04,17,B,34.78,Phrase; Exact,59,47.83,6.64
2025-09-04,21,USA,26.09,Broad,4,34.53,0.0
2025-09-04,26,USA,120.0,Phrase; Exact,10,157.33,0.5
2025-09-05,11,A,86.96,Phrase; Exact,32,72.88,0.0
2025-09-05,17,B,34.78,Phrase; Exact,47,41.07,1.0
2025-09-05,21,USA,26.09,Broad,6,19.47,0.0
2025-09-05,26,USA,120.0,Phrase; Exact,7,42.78,0.0
2025-09-06,11,A,86.96,Phrase; Exact,29,58.06,1.08
2025-09-06,17,B,34.78,Phrase; Exact,38,27.8,0.0
2025-09-06,21,USA,26.09,Broad,5,24.13,0.0
2025-09-06,26,USA,120.0,Phrase; Exact,8,89.74,0.0
2025-09-07,11,A,86.96,Phrase; Exact,41,108.49,1.0
2025-09-07,17,B,34.78,Phrase; Exact,38,25.84,0.0
2025-09-07,21,USA,26.09,Broad,8,34.72,0.0
2025-09-07,26,USA,120.0,Phrase; Exact,7,71.14,0.0
2025-09-08,11,A,86.96,Phrase; Exact,42,123.71,0.0
2025-09-08,17,B,34.78,Phrase; Exact,64,57.59,5.9
2025-09-08,21,USA,26.09,Broad,3,13.98,0.0
2025-09-08,26,USA,120.0,Phrase; Exact,16,153.33,4.39
2025-09-09,11,A,86.96,Phrase; Exact,40,90.16,1.0
2025-09-09,17,B,34.78,Phrase; Exact,53,41.06,4.0
2025-09-09,21,USA,26.09,Broad,7,54.1,0.0
2025-09-09,26,USA,120.0,Phrase; Exact,9,166.5,0.0
2025-09-10,11,A,86.96,Phrase; Exact,45,105.83,0.96
2025-09-10,17,B,34.78,Phrase; Exact,42,37.5,2.0
2025-09-10,21,USA,26.09,Broad,3,27.3,0.0
2025-09-10,26,USA,120.0,Phrase; Exact,16,188.69,0.0
2025-09-11,11,A,86.96,Phrase; Exact,39,106.43,0.0
2025-09-11,17,B,34.78,Phrase; Exact,50,40.53,1.0
2025-09-11,21,USA,26.09,Broad,5,27.14,2.0
2025-09-11,26,USA,120.0,Phrase; Exact,14,147.63,3.0
2025-09-12,11,A,86.96,Phrase; Exact,31,59.43,5.0
2025-09-12,17,B,34.78,Phrase; Exact,38,30.86,0.0
2025-09-12,21,USA,26.09,Broad,3,12.67,0.0
2025-09-12,26,USA,120.0,Phrase; Exact,9,96.64,0.0
2025-09-13,11,A,86.96,Phrase; Exact,28,55.06,4.1
2025-09-13,17,B,34.78,Phrase; Exact,29,21.7,0.0
2025-09-13,21,USA,26.09,Broad,5,23.94,0.0
2025-09-13,26,USA,120.0,Phrase; Exact,10,92.36,0.0
2025-09-14,11,A,86.96,Phrase; Exact,23,38.33,0.0
2025-09-14,17,B,34.78,Phrase; Exact,42,30.95,0.0
2025-09-14,21,USA,26.09,Broad,5,26.66,0.0
2025-09-14,26,USA,120.0,Phrase; Exact,9,69.17,4.0
2025-09-15,11,A,86.96,Phrase; Exact,55,143.54,0.0
2025-09-15,17,B,34.78,Phrase; Exact,75,49.95,2.0
2025-09-15,21,USA,26.09,Broad,3,11.71,0.0
2025-09-15,26,USA,120.0,Phrase; Exact,14,105.65,0.0
2025-09-16,11,A,86.96,Phrase; Exact,54,122.75,2.0
2025-09-16,17,B,34.78,Phrase; Exact,36,30.31,3.0
2025-09-16,21,USA,26.09,Broad,11,46.5,0.0
2025-09-16,26,USA,120.0,Phrase; Exact,15,239.14,1.0
2025-09-17,11,A,86.96,Phrase; Exact,25,67.95,3.0
2025-09-17,17,B,34.78,Phrase; Exact,50,39.24,8.0
2025-09-17,21,USA,26.09,Broad,6,30.36,0.0
2025-09-17,26,USA,120.0,Phrase; Exact,10,119.35,0.0
2025-09-18,11,A,86.96,Phrase; Exact,44,107.9,3.0
2025-09-18,17,B,34.78,Phrase; Exact,46,34.36,0.0
2025-09-18,21,USA,26.09,Broad,6,26.2,2.0
2025-09-18,26,USA,120.0,Phrase; Exact,10,115.84,0.0
2025-09-19,11,A,86.96,Phrase; Exact,25,74.02,0.59
2025-09-19,17,B,34.78,Phrase; Exact,32,20.13,0.0
2025-09-19,21,USA,26.09,Broad,4,14.51,0.0
2025-09-19,26,USA,120.0,Phrase; Exact,10,106.43,0.0
2025-09-20,11,A,86.96,Phrase; Exact,30,80.27,1.0
2025-09-20,17,B,34.78,Phrase; Exact,47,31.04,2.0
2025-09-20,21,USA,26.09,Broad,4,13.9,0.0
2025-09-20,26,USA,120.0,Phrase; Exact,9,62.07,0.0
2025-09-21,11,A,86.96,Phrase; Exact,25,61.43,4.0
2025-09-21,17,B,34.78,Phrase; Exact,75,61.66,1.0
2025-09-21,21,USA,26.09,Broad,11,44.73,0.0
2025-09-21,26,USA,120.0,Phrase; Exact,11,78.1,0.5
2025-09-22,11,A,86.96,Phrase; Exact,52,114.05,0.0
2025-09-22,17,B,34.78,Phrase; Exact,49,34.76,0.0
2025-09-22,21,USA,26.09,Broad,7,34.69,0.0
2025-09-22,26,USA,120.0,Phrase; Exact,20,224.56,2.0
2025-09-23,11,A,86.96,Phrase; Exact,30,81.55,0.0
2025-09-23,17,B,34.78,Phrase; Exact,49,35.38,4.0
2025-09-23,21,USA,26.09,Broad,7,27.55,0.0
2025-09-23,26,USA,120.0,Phrase; Exact,11,110.27,0.39
2025-09-24,11,A,86.96,Phrase; Exact,33,72.73,4.0
2025-09-24,17,B,34.78,Phrase; Exact,33,25.73,3.0
2025-09-24,21,USA,26.09,Broad,3,8.26,0.0
2025-09-24,26,USA,120.0,Phrase; Exact,5,59.03,0.0
2025-09-29,11,A,86.96,Phrase; Exact,18,30.05,2.0
2025-09-29,17,B,34.78,Phrase; Exact,15,12.17,0.0
2025-09-29,26,USA,120.0,Phrase; Exact,10,119.07,5.0
2025-09-30,11,A,86.96,Phrase; Exact,18,34.02,0.0
2025-09-30,17,B,34.78,Phrase; Exact,30,16.75,1.0
2025-09-30,21,USA,26.09,Broad,11,52.13,0.0
2025-09-30,26,USA,120.0,Phrase; Exact,8,136.91,0.0
2025-10-01,11,A,86.96,Phrase; Exact,31,90.11,6.54
2025-10-01,17,B,34.78,Phrase; Exact,35,21.85,5.36
2025-10-01,21,USA,26.09,Broad,6,29.01,0.0
2025-10-01,26,USA,120.0,Phrase; Exact,9,76.77,0.0
2025-10-02,11,A,86.96,Phrase; Exact,32,88.6,6.98
2025-10-02,17,B,34.78,Phrase; Exact,39,22.39,1.0
2025-10-02,21,USA,26.09,Broad,6,28.26,0.0
2025-10-02,26,USA,120.0,Phrase; Exact,10,139.25,3.83
2025-10-03,12,A,86.96,Phrase; Exact,35,75.99,0.0
2025-10-03,18,B,34.78,Phrase; Exact,61,51.9,0.0
2025-10-03,21,USA,26.09,Broad,8,31.83,0.0
2025-10-03,27,USA,120.0,Exact,13,168.32,0.0
2025-10-04,12,A,86.96,Phrase; Exact,20,37.67,0.0
2025-10-04,18,B,34.78,Phrase; Exact,63,48.43,7.32
2025-10-04,21,USA,26.09,Broad,5,28.27,0.0
2025-10-04,27,USA,120.0,Exact,12,123.18,0.0
2025-10-05,12,A,86.96,Phrase; Exact,45,153.74,4.0
2025-10-05,18,B,34.78,Phrase; Exact,61,41.63,1.0
2025-10-05,21,USA,26.09,Broad,5,22.9,0.0
2025-10-05,27,USA,120.0,Exact,12,124.14,0.0
2025-10-06,12,A,86.96,Phrase; Exact,41,103.28,4.0
2025-10-06,18,B,34.78,Phrase; Exact,50,38.52,6.47
2025-10-06,21,USA,26.09,Broad,7,38.52,0.0
2025-10-06,27,USA,120.0,Exact,9,166.11,3.0
2025-10-07,12,A,86.96,Phrase; Exact,40,99.93,0.0
2025-10-07,18,B,34.78,Phrase; Exact,40,30.0,1.0
2025-10-07,21,USA,26.09,Broad,10,30.39,0.0
2025-10-07,27,USA,120.0,Exact,13,133.59,0.0
2025-10-08,12,A,86.96,Phrase; Exact,40,96.64,8.0
2025-10-08,18,B,34.78,Phrase; Exact,61,39.51,1.0
2025-10-08,21,USA,26.09,Broad,5,22.71,0.0
2025-10-08,27,USA,120.0,Exact,8,126.94,2.0
2025-10-09,12,A,86.96,Phrase; Exact,40,90.38,10.0
2025-10-09,18,B,34.78,Phrase; Exact,43,26.36,3.86
2025-10-09,21,USA,26.09,Broad,3,13.18,0.0
2025-10-09,27,USA,120.0,Exact,8,123.02,0.0
2025-10-10,12,A,86.96,Phrase; Exact,28,60.44,3.0
2025-10-10,18,B,34.78,Phrase; Exact,54,36.93,0.0
2025-10-10,21,USA,26.09,Broad,3,13.74,0.0
2025-10-10,27,USA,120.0,Exact,5,58.52,0.0
2025-10-11,12,A,86.96,Phrase; Exact,30,61.06,3.0
2025-10-11,18,B,34.78,Phrase; Exact,59,38.41,1.0
2025-10-11,21,USA,26.09,Broad,4,15.84,0.0
2025-10-11,27,USA,120.0,Exact,8,55.51,0.0
2025-10-12,12,A,86.96,Phrase; Exact,29,86.14,3.5
2025-10-12,18,B,34.78,Phrase; Exact,38,31.7,2.0
2025-10-12,21,USA,26.09,Broad,9,51.83,0.0
2025-10-12,27,USA,120.0,Exact,12,97.82,0.0
2025-10-13,12,A,86.96,Phrase; Exact,44,83.71,3.0
2025-10-13,18,B,34.78,Phrase; Exact,34,24.53,2.0
2025-10-13,21,USA,26.09,Broad,2,11.89,0.0
2025-10-13,27,USA,120.0,Exact,14,166.83,0.0
2025-10-20,28,A,89.29,Broad; Phrase; Exact,26,72.19,0.0
2025-10-20,34,B,35.71,Broad; Phrase; Exact,25,36.16,1.0
2025-10-20,40,USA,232.14,Broad; Phrase; Exact,5,22.47,0.0
2025-10-21,28,A,89.29,Broad; Phrase; Exact,43,110.47,1.0
2025-10-21,34,B,35.71,Broad; Phrase; Exact,60,38.5,7.0
2025-10-21,40,USA,232.14,Broad; Phrase; Exact,67,397.28,2.0
2025-10-22,28,A,89.29,Broad; Phrase; Exact,52,93.99,1.5
2025-10-22,34,B,35.71,Broad; Phrase; Exact,69,35.91,17.0
2025-10-22,40,USA,232.14,Broad; Phrase; Exact,50,298.11,1.0
2025-10-23,28,A,89.29,Broad; Phrase; Exact,55,92.01,2.0
2025-10-23,34,B,35.71,Broad; Phrase; Exact,75,37.31,13.08
