date,region,keyword,campaign,match_type,clicks,cost,all_conv,currency_code,first_page_cpc
2025-12-23,USA,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,2,4.88,0.0,USD,
2025-12-23,USA,systems thinking process improvement,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,1,2.33,0.0,USD,
2025-12-23,USA,systems thinking professional certificate,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,1,4.62,0.0,USD,
2025-12-24,A,best critical thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,1.94,0.0,USD,
2025-12-24,A,certificate course on business management,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.78,0.0,USD,
2025-12-24,A,critical thinking and problem solving,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.72,0.0,USD,
2025-12-24,A,how to learn to think strategically,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.65,0.0,USD,
2025-12-24,A,lms learning program,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.37,0.0,USD,
2025-12-24,A,mit xpro systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.01,0.0,USD,
2025-12-24,A,scrum master certification,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.9,0.0,USD,
2025-12-24,A,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,13,26.59,0.0,USD,
2025-12-24,A,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,2,2.76,4.0,USD,
2025-12-24,A,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,2,1.13,0.0,USD,
2025-12-24,A,system engineering online course,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,2,3.88,0.0,USD,
2025-12-24,A,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.47,0.0,USD,
2025-12-24,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,5,8.52,0.0,USD,
2025-12-24,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,2,1.53,0.0,USD,
2025-12-24,A,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,1,1.12,0.0,USD,
2025-12-24,A,systems thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,3,2.01,4.0,USD,
2025-12-24,A,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,2,4.46,0.0,USD,
2025-12-24,A,thinking in systems a primer,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.74,0.0,USD,
2025-12-24,A,what is system thinking,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,2,0.87,0.0,USD,
2025-12-24,B,critical thinking and problem solving,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.21,0.0,USD,
2025-12-24,B,how to develop problem solving skills,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,2,0.52,0.0,USD,
2025-12-24,B,mit systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,2,0.02,0.0,USD,
2025-12-24,B,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,1,0.65,0.0,USD,
2025-12-24,B,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,67,25.93,8.0,USD,
2025-12-24,B,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.19,0.0,USD,
2025-12-24,B,systems thinking and system dynamics,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.2,0.0,USD,
2025-12-24,B,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,7,3.05,3.0,USD,
2025-12-24,B,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,2,0.41,0.0,USD,
2025-12-24,B,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,1,0.28,0.0,USD,
2025-12-24,B,what is system thinking,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.15,0.0,USD,
2025-12-24,USA,introduction to systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,3,17.69,0.0,USD,
2025-12-24,USA,mit systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,4.98,4.0,USD,
2025-12-24,USA,mit xpro systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,2,16.11,2.0,USD,
2025-12-24,USA,project management cert,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,7.6,0.0,USD,
2025-12-24,USA,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,2,5.51,0.0,USD,
2025-12-24,USA,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,4,21.01,2.0,USD,
2025-12-24,USA,system modeling course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,1,4.15,0.0,USD,
2025-12-24,USA,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,2.82,0.0,USD,
2025-12-24,USA,systems thinking and system dynamics,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,1,1.76,0.0,USD,
2025-12-24,USA,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,11,40.88,0.0,USD,
2025-12-24,USA,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,2,4.79,0.0,USD,
2025-12-24,USA,systems thinking professional certificate mit,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,2,4.07,1.0,USD,
2025-12-25,A,how to develop problem solving skills,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,2.64,0.0,USD,
2025-12-25,A,lms learning program,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,3.74,0.0,USD,
2025-12-25,A,project management cert,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,1.67,0.0,USD,
2025-12-25,A,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,2,2.53,0.0,USD,
2025-12-25,A,project manager course,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.31,0.0,USD,
2025-12-25,A,system design,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,2,1.72,0.0,USD,
2025-12-25,A,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,26,79.9,1.0,USD,
2025-12-25,A,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,1,2.23,0.0,USD,
2025-12-25,A,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.79,0.0,USD,
2025-12-25,A,systems thinking and system dynamics,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,2.3,0.0,USD,
2025-12-25,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,3,3.47,0.0,USD,
2025-12-25,A,systems thinking certification,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.44,0.0,USD,
2025-12-25,A,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,3,7.38,0.0,USD,
2025-12-25,A,systems thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,4,4.75,0.0,USD,
2025-12-25,B,critical thinking certification,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.15,0.0,USD,
2025-12-25,B,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,1,0.59,0.0,USD,
2025-12-25,B,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,60,25.51,7.0,USD,
2025-12-25,B,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,12,4.39,2.0,USD,
2025-12-25,B,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.09,0.0,USD,
2025-12-25,USA,best critical thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,2.76,0.0,USD,
2025-12-25,USA,mit systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,2,12.38,0.0,USD,
2025-12-25,USA,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,6,30.39,0.0,USD,
2025-12-25,USA,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,9,48.64,0.0,USD,
2025-12-25,USA,system engineering online course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,3.79,0.0,USD,
2025-12-25,USA,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,2,16.14,0.0,USD,
2025-12-25,USA,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,24,111.65,1.0,USD,
2025-12-25,USA,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,3,12.11,0.0,USD,
2025-12-25,USA,systems thinking education,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,2.44,0.0,USD,
2025-12-25,USA,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,6.51,0.0,USD,
2025-12-25,USA,systems thinking process improvement,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,2,7.52,0.0,USD,
2025-12-25,USA,systems thinking professional certificate mit,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,11,101.17,0.0,USD,
2025-12-26,A,best critical thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,1.55,0.0,USD,
2025-12-26,A,how to develop problem solving skills,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.87,0.0,USD,
2025-12-26,A,how to learn to think strategically,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,2.12,0.0,USD,
2025-12-26,A,logical thinking training,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.57,0.0,USD,
2025-12-26,A,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,1,1.8,0.0,USD,
2025-12-26,A,project management techniques,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.91,0.0,USD,
2025-12-26,A,solve complex problems,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,5.33,0.0,USD,
2025-12-26,A,system architecture course,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,6.88,1.0,USD,
2025-12-26,A,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,17,49.21,1.0,USD,
2025-12-26,A,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,2,2.02,0.0,USD,
2025-12-26,A,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.45,0.0,USD,
2025-12-26,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,3,2.45,0.0,USD,
2025-12-26,A,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,2,3.8,0.0,USD,
2025-12-26,A,systems thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,2.22,0.0,USD,
2025-12-26,A,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.08,0.0,USD,
2025-12-26,B,best critical thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.73,0.0,USD,
2025-12-26,B,critical thinking and problem solving,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.37,0.0,USD,
2025-12-26,B,how to develop problem solving skills,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.32,0.0,USD,
2025-12-26,B,lms learning program,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.45,0.0,USD,
2025-12-26,B,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,2,0.73,0.0,USD,
2025-12-26,B,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,64,27.47,6.0,USD,
2025-12-26,B,system engineering online course,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.81,0.0,USD,
2025-12-26,B,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.19,0.0,USD,
2025-12-26,B,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,11,4.52,0.0,USD,
2025-12-26,B,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,2,0.53,0.0,USD,
2025-12-26,B,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,2,0.7,0.0,USD,
2025-12-26,B,what is system thinking,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.37,0.0,USD,
2025-12-26,USA,best critical thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,2.31,0.0,USD,
2025-12-26,USA,how to learn to think strategically,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,1.92,0.0,USD,
2025-12-26,USA,introduction to systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,2.49,0.0,USD,
2025-12-26,USA,mit systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,3,12.32,0.0,USD,
2025-12-26,USA,system engineering online course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,5.51,0.0,USD,
2025-12-26,USA,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,5.25,0.0,USD,
2025-12-26,USA,systems thinking and system dynamics,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,1,2.57,0.0,USD,
2025-12-26,USA,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,20,90.39,0.5,USD,
2025-12-26,USA,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,3,20.61,1.5,USD,
2025-12-26,USA,systems thinking process improvement,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,1,0.91,0.0,USD,
2025-12-26,USA,systems thinking professional certificate mit,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,11,60.75,1.0,USD,
2025-12-27,A,certificate course on business management,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.58,0.0,USD,
2025-12-27,A,critical thinking and problem solving,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.49,0.0,USD,
2025-12-27,A,mit systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.06,0.0,USD,
2025-12-27,A,mit xpro systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,5.16,0.0,USD,
2025-12-27,A,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,2,3.35,0.0,USD,
2025-12-27,A,project manager course,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.43,1.0,USD,
2025-12-27,A,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,20,46.45,3.0,USD,
2025-12-27,A,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,1,2.05,0.0,USD,
2025-12-27,A,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,1.0,0.0,USD,
2025-12-27,A,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,2.52,0.0,USD,
2025-12-27,A,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,3,2.81,0.0,USD,
2025-12-27,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,2,3.12,0.0,USD,
2025-12-27,A,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,5,6.27,0.0,USD,
2025-12-27,A,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,1.68,0.0,USD,
2025-12-27,A,systems thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,3,2.96,0.0,USD,
2025-12-27,A,systems thinking education,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.3,0.0,USD,
2025-12-27,A,systems thinking in business,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.72,0.0,USD,
2025-12-27,A,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,3,1.53,0.0,USD,
2025-12-27,B,best critical thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.29,0.0,USD,
2025-12-27,B,critical thinking and problem solving,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.46,0.0,USD,
2025-12-27,B,critical thinking class,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,2,0.24,3.0,USD,
2025-12-27,B,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,7,2.88,0.0,USD,
2025-12-27,B,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,60,24.63,3.0,USD,
2025-12-27,B,system engineering online course,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.39,0.0,USD,
2025-12-27,B,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,10,3.79,4.0,USD,
2025-12-27,B,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,1,0.55,0.0,USD,
2025-12-27,B,systems thinking online course,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.09,0.0,USD,
2025-12-27,B,what is system thinking,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,2,0.32,1.0,USD,
2025-12-27,USA,mit xpro systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,4.75,0.0,USD,
2025-12-27,USA,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,2,8.43,0.0,USD,
2025-12-27,USA,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,3,26.06,0.0,USD,
2025-12-27,USA,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,5,20.08,2.0,USD,
2025-12-27,USA,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,2,8.04,0.0,USD,
2025-12-27,USA,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,2.42,0.0,USD,
2025-12-27,USA,systems thinking leadership,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,1,1.24,0.0,USD,
2025-12-27,USA,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,2,7.37,0.0,USD,
2025-12-27,USA,systems thinking professional certificate mit,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,24,139.09,2.0,USD,
2025-12-28,A,certificate course on business management,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,2,2.71,0.0,USD,
2025-12-28,A,construction management courses,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.87,0.0,USD,
2025-12-28,A,critical thinking and problem solving,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,3,4.75,1.0,USD,
2025-12-28,A,critical thinking class,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.32,0.0,USD,
2025-12-28,A,how to develop problem solving skills,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.47,2.0,USD,
2025-12-28,A,lms learning program,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,2,4.8,0.0,USD,
2025-12-28,A,mit systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,2,1.05,0.0,USD,
2025-12-28,A,mit xpro systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.01,0.0,USD,
2025-12-28,A,project management cert,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,2.21,0.0,USD,
2025-12-28,A,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,5,7.51,1.0,USD,
2025-12-28,A,system architecture course,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.82,0.0,USD,
2025-12-28,A,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,22,43.41,2.0,USD,
2025-12-28,A,system modeling course,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.51,0.0,USD,
2025-12-28,A,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.44,0.0,USD,
2025-12-28,A,system thinking training,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.61,0.0,USD,
2025-12-28,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,2,1.64,0.0,USD,
2025-12-28,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.81,0.0,USD,
2025-12-28,A,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,1,2.25,0.0,USD,
2025-12-28,A,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,0.69,0.0,USD,
2025-12-28,A,systems thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.67,0.0,USD,
2025-12-28,A,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,3.08,0.0,USD,
2025-12-28,B,mit systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.41,0.0,USD,
2025-12-28,B,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,63,25.82,11.0,USD,
2025-12-28,B,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.14,0.0,USD,
2025-12-28,B,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,13,5.52,3.0,USD,
2025-12-28,B,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.14,0.0,USD,
2025-12-28,B,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,2,0.88,0.0,USD,
2025-12-28,B,systems thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,3,0.79,0.0,USD,
2025-12-28,B,what is system thinking,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.18,2.0,USD,
2025-12-28,USA,mit systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,6.8,0.0,USD,
2025-12-28,USA,mit systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,10.5,0.0,USD,
2025-12-28,USA,mit xpro systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,8.26,0.0,USD,
2025-12-28,USA,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,1,4.15,0.0,USD,
2025-12-28,USA,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,2,5.1,0.0,USD,
2025-12-28,USA,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,1,1.74,0.0,USD,
2025-12-28,USA,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,2,5.29,0.0,USD,
2025-12-28,USA,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,2,6.3,0.0,USD,
2025-12-28,USA,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,13,38.85,4.0,USD,
2025-12-28,USA,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,1,1.73,0.0,USD,
2025-12-28,USA,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,2,5.15,0.0,USD,
2025-12-28,USA,systems thinking process improvement,Course - System Thinking - Run 19 - Search - Prospecting - USA,Phrase,1,1.45,0.0,USD,
2025-12-28,USA,systems thinking professional certificate mit,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,23,121.09,1.0,USD,
2025-12-29,A,certificate course on business management,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,3,3.25,1.0,USD,
2025-12-29,A,critical thinking and problem solving,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.19,0.0,USD,
2025-12-29,A,critical thinking class,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.27,0.0,USD,
2025-12-29,A,logical thinking training,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.79,0.0,USD,
2025-12-29,A,mit system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,1.69,0.0,USD,
2025-12-29,A,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,2,3.64,0.0,USD,
2025-12-29,A,project manager course,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,2.13,0.0,USD,
2025-12-29,A,system design,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.04,0.0,USD,
2025-12-29,A,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,17,35.16,3.0,USD,
2025-12-29,A,system dynamics course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,1,0.57,0.0,USD,
2025-12-29,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,5,10.95,0.0,USD,
2025-12-29,A,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,1.1,0.0,USD,
2025-12-29,A,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - A,Broad,3,4.9,0.0,USD,
2025-12-29,A,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - A,Exact,1,2.35,0.0,USD,
2025-12-29,A,systems thinking process improvement,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,2,1.39,0.0,USD,
2025-12-29,A,thinking in systems a primer,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,1,0.51,0.0,USD,
2025-12-29,A,what is system thinking,Course - System Thinking - Run 19 - Search - Prospecting - A,Phrase,2,2.73,0.0,USD,
2025-12-29,B,critical thinking and problem solving,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.09,0.0,USD,
2025-12-29,B,mit systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.01,0.0,USD,
2025-12-29,B,mit systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.01,0.0,USD,
2025-12-29,B,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,3,1.02,0.0,USD,
2025-12-29,B,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,67,25.72,9.0,USD,
2025-12-29,B,systems thinking certificate,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,8,2.6,2.0,USD,
2025-12-29,B,systems thinking course,Course - System Thinking - Run 19 - Search - Prospecting - B,Broad,2,0.94,3.0,USD,
2025-12-29,B,systems thinking courses,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,1,0.31,0.0,USD,
2025-12-29,B,systems thinking mit,Course - System Thinking - Run 19 - Search - Prospecting - B,Exact,1,0.04,0.0,USD,
2025-12-29,B,what is system thinking,Course - System Thinking - Run 19 - Search - Prospecting - B,Phrase,3,0.65,0.0,USD,
2025-12-29,USA,mit systems thinking,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,2.79,0.0,USD,
2025-12-29,USA,project management methodologies,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,2,4.8,0.0,USD,
2025-12-29,USA,system design certification,Course - System Thinking - Run 19 - Search - Prospecting - USA,Broad,2,8.37,0.0,USD,
2025-12-29,USA,system engineering online course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,3.21,0.0,USD,
2025-12-29,USA,system thinking course,Course - System Thinking - Run 19 - Search - Prospecting - USA,Exact,1,1.48,0.0,USD,
